image_id,relative_path,class_id,label,class_name,species,breed_id,official_split
Abyssinian_152,datasets/oxford_pets/images/Abyssinian_152.jpg,1,0,Abyssinian,1,1,trainval
Abyssinian_153,datasets/oxford_pets/images/Abyssinian_153.jpg,1,0,Abyssinian,1,1,trainval
Abyssinian_154,datasets/oxford_pets/images/Abyssinian_154.jpg,1,0,Abyssinian,1,1,trainval
Abyssinian_157,datasets/oxford_pets/images/Abyssinian_157.jpg,1,0,Abyssinian,1,1,trainval
Abyssinian_158,datasets/oxford_pets/images/Abyssinian_158.jpg,1,0,Abyssinian,1,1,trainval
Abyssinian_16,datasets/oxford_pets/images/Abyssinian_16.jpg,1,0,Abyssinian,1,1,trainval
Abyssinian_160,datasets/oxford_pets/images/Abyssinian_160.jpg,1,0,Abyssinian,1,1,trainval
Abyssinian_161,datasets/oxford_pets/images/Abyssinian_161.jpg,1,0,Abyssinian,1,1,trainval
Abyssinian_164,datasets/oxford_pets/images/Abyssinian_164.jpg,1,0,Abyssinian,1,1,trainval
Abyssinian_165,datasets/oxford_pets/images/Abyssinian_165.jpg,1,0,Abyssinian,1,1,trainval
Abyssinian_166,datasets/oxford_pets/images/Abyssinian_166.jpg,1,0,Abyssinian,1,1,trainval
Abyssinian_167,datasets/oxford_pets/images/Abyssinian_167.jpg,1,0,Abyssinian,1,1,trainval
Abyssinian_169,datasets/oxford_pets/images/Abyssinian_169.jpg,1,0,Abyssinian,1,1,trainval
Abyssinian_17,datasets/oxford_pets/images/Abyssinian_17.jpg,1,0,Abyssinian,1,1,trainval
Abyssinian_172,datasets/oxford_pets/images/Abyssinian_172.jpg,1,0,Abyssinian,1,1,trainval
Abyssinian_173,datasets/oxford_pets/images/Abyssinian_173.jpg,1,0,Abyssinian,1,1,trainval
Abyssinian_174,datasets/oxford_pets/images/Abyssinian_174.jpg,1,0,Abyssinian,1,1,trainval
Abyssinian_175,datasets/oxford_pets/images/Abyssinian_175.jpg,1,0,Abyssinian,1,1,trainval
Abyssinian_176,datasets/oxford_pets/images/Abyssinian_176.jpg,1,0,Abyssinian,1,1,trainval
Abyssinian_177,datasets/oxford_pets/images/Abyssinian_177.jpg,1,0,Abyssinian,1,1,trainval
Abyssinian_178,datasets/oxford_pets/images/Abyssinian_178.jpg,1,0,Abyssinian,1,1,trainval
Abyssinian_18,datasets/oxford_pets/images/Abyssinian_18.jpg,1,0,Abyssinian,1,1,trainval
Abyssinian_180,datasets/oxford_pets/images/Abyssinian_180.jpg,1,0,Abyssinian,1,1,trainval
Abyssinian_184,datasets/oxford_pets/images/Abyssinian_184.jpg,1,0,Abyssinian,1,1,trainval
Abyssinian_185,datasets/oxford_pets/images/Abyssinian_185.jpg,1,0,Abyssinian,1,1,trainval
Abyssinian_19,datasets/oxford_pets/images/Abyssinian_19.jpg,1,0,Abyssinian,1,1,trainval
Abyssinian_190,datasets/oxford_pets/images/Abyssinian_190.jpg,1,0,Abyssinian,1,1,trainval
Abyssinian_192,datasets/oxford_pets/images/Abyssinian_192.jpg,1,0,Abyssinian,1,1,trainval
Abyssinian_193,datasets/oxford_pets/images/Abyssinian_193.jpg,1,0,Abyssinian,1,1,trainval
Abyssinian_195,datasets/oxford_pets/images/Abyssinian_195.jpg,1,0,Abyssinian,1,1,trainval
Abyssinian_196,datasets/oxford_pets/images/Abyssinian_196.jpg,1,0,Abyssinian,1,1,trainval
Abyssinian_197,datasets/oxford_pets/images/Abyssinian_197.jpg,1,0,Abyssinian,1,1,trainval
Bengal_10,datasets/oxford_pets/images/Bengal_10.jpg,6,5,Bengal,1,2,trainval
Bengal_100,datasets/oxford_pets/images/Bengal_100.jpg,6,5,Bengal,1,2,trainval
Bengal_102,datasets/oxford_pets/images/Bengal_102.jpg,6,5,Bengal,1,2,trainval
Bengal_103,datasets/oxford_pets/images/Bengal_103.jpg,6,5,Bengal,1,2,trainval
Bengal_104,datasets/oxford_pets/images/Bengal_104.jpg,6,5,Bengal,1,2,trainval
Bengal_105,datasets/oxford_pets/images/Bengal_105.jpg,6,5,Bengal,1,2,trainval
Bengal_108,datasets/oxford_pets/images/Bengal_108.jpg,6,5,Bengal,1,2,trainval
Bengal_109,datasets/oxford_pets/images/Bengal_109.jpg,6,5,Bengal,1,2,trainval
Bengal_11,datasets/oxford_pets/images/Bengal_11.jpg,6,5,Bengal,1,2,trainval
Bengal_111,datasets/oxford_pets/images/Bengal_111.jpg,6,5,Bengal,1,2,trainval
Bengal_112,datasets/oxford_pets/images/Bengal_112.jpg,6,5,Bengal,1,2,trainval
Bengal_113,datasets/oxford_pets/images/Bengal_113.jpg,6,5,Bengal,1,2,trainval
Bengal_114,datasets/oxford_pets/images/Bengal_114.jpg,6,5,Bengal,1,2,trainval
Bengal_115,datasets/oxford_pets/images/Bengal_115.jpg,6,5,Bengal,1,2,trainval
Bengal_116,datasets/oxford_pets/images/Bengal_116.jpg,6,5,Bengal,1,2,trainval
Bengal_117,datasets/oxford_pets/images/Bengal_117.jpg,6,5,Bengal,1,2,trainval
Bengal_118,datasets/oxford_pets/images/Bengal_118.jpg,6,5,Bengal,1,2,trainval
Bengal_12,datasets/oxford_pets/images/Bengal_12.jpg,6,5,Bengal,1,2,trainval
Bengal_120,datasets/oxford_pets/images/Bengal_120.jpg,6,5,Bengal,1,2,trainval
Bengal_121,datasets/oxford_pets/images/Bengal_121.jpg,6,5,Bengal,1,2,trainval
Bengal_122,datasets/oxford_pets/images/Bengal_122.jpg,6,5,Bengal,1,2,trainval
Bengal_124,datasets/oxford_pets/images/Bengal_124.jpg,6,5,Bengal,1,2,trainval
Bengal_125,datasets/oxford_pets/images/Bengal_125.jpg,6,5,Bengal,1,2,trainval
Bengal_127,datasets/oxford_pets/images/Bengal_127.jpg,6,5,Bengal,1,2,trainval
Bengal_128,datasets/oxford_pets/images/Bengal_128.jpg,6,5,Bengal,1,2,trainval
Bengal_129,datasets/oxford_pets/images/Bengal_129.jpg,6,5,Bengal,1,2,trainval
Bengal_13,datasets/oxford_pets/images/Bengal_13.jpg,6,5,Bengal,1,2,trainval
Bengal_133,datasets/oxford_pets/images/Bengal_133.jpg,6,5,Bengal,1,2,trainval
Bengal_134,datasets/oxford_pets/images/Bengal_134.jpg,6,5,Bengal,1,2,trainval
Bengal_135,datasets/oxford_pets/images/Bengal_135.jpg,6,5,Bengal,1,2,trainval
Bengal_136,datasets/oxford_pets/images/Bengal_136.jpg,6,5,Bengal,1,2,trainval
Bengal_137,datasets/oxford_pets/images/Bengal_137.jpg,6,5,Bengal,1,2,trainval
Bengal_138,datasets/oxford_pets/images/Bengal_138.jpg,6,5,Bengal,1,2,trainval
Bengal_139,datasets/oxford_pets/images/Bengal_139.jpg,6,5,Bengal,1,2,trainval
Bengal_14,datasets/oxford_pets/images/Bengal_14.jpg,6,5,Bengal,1,2,trainval
Bengal_140,datasets/oxford_pets/images/Bengal_140.jpg,6,5,Bengal,1,2,trainval
Bengal_142,datasets/oxford_pets/images/Bengal_142.jpg,6,5,Bengal,1,2,trainval
Bengal_143,datasets/oxford_pets/images/Bengal_143.jpg,6,5,Bengal,1,2,trainval
Bengal_144,datasets/oxford_pets/images/Bengal_144.jpg,6,5,Bengal,1,2,trainval
Bengal_145,datasets/oxford_pets/images/Bengal_145.jpg,6,5,Bengal,1,2,trainval
Bengal_146,datasets/oxford_pets/images/Bengal_146.jpg,6,5,Bengal,1,2,trainval
Bengal_147,datasets/oxford_pets/images/Bengal_147.jpg,6,5,Bengal,1,2,trainval
Bengal_148,datasets/oxford_pets/images/Bengal_148.jpg,6,5,Bengal,1,2,trainval
Bengal_149,datasets/oxford_pets/images/Bengal_149.jpg,6,5,Bengal,1,2,trainval
Bengal_15,datasets/oxford_pets/images/Bengal_15.jpg,6,5,Bengal,1,2,trainval
Bengal_150,datasets/oxford_pets/images/Bengal_150.jpg,6,5,Bengal,1,2,trainval
Bengal_151,datasets/oxford_pets/images/Bengal_151.jpg,6,5,Bengal,1,2,trainval
Bengal_153,datasets/oxford_pets/images/Bengal_153.jpg,6,5,Bengal,1,2,trainval
Bengal_154,datasets/oxford_pets/images/Bengal_154.jpg,6,5,Bengal,1,2,trainval
Bengal_155,datasets/oxford_pets/images/Bengal_155.jpg,6,5,Bengal,1,2,trainval
Bengal_156,datasets/oxford_pets/images/Bengal_156.jpg,6,5,Bengal,1,2,trainval
Bengal_157,datasets/oxford_pets/images/Bengal_157.jpg,6,5,Bengal,1,2,trainval
Bengal_158,datasets/oxford_pets/images/Bengal_158.jpg,6,5,Bengal,1,2,trainval
Bengal_159,datasets/oxford_pets/images/Bengal_159.jpg,6,5,Bengal,1,2,trainval
Bengal_16,datasets/oxford_pets/images/Bengal_16.jpg,6,5,Bengal,1,2,trainval
Bengal_160,datasets/oxford_pets/images/Bengal_160.jpg,6,5,Bengal,1,2,trainval
Bengal_162,datasets/oxford_pets/images/Bengal_162.jpg,6,5,Bengal,1,2,trainval
Bengal_163,datasets/oxford_pets/images/Bengal_163.jpg,6,5,Bengal,1,2,trainval
Bengal_164,datasets/oxford_pets/images/Bengal_164.jpg,6,5,Bengal,1,2,trainval
Bengal_165,datasets/oxford_pets/images/Bengal_165.jpg,6,5,Bengal,1,2,trainval
Bengal_166,datasets/oxford_pets/images/Bengal_166.jpg,6,5,Bengal,1,2,trainval
Bengal_169,datasets/oxford_pets/images/Bengal_169.jpg,6,5,Bengal,1,2,trainval
Bengal_17,datasets/oxford_pets/images/Bengal_17.jpg,6,5,Bengal,1,2,trainval
Bengal_170,datasets/oxford_pets/images/Bengal_170.jpg,6,5,Bengal,1,2,trainval
Bengal_171,datasets/oxford_pets/images/Bengal_171.jpg,6,5,Bengal,1,2,trainval
Bengal_172,datasets/oxford_pets/images/Bengal_172.jpg,6,5,Bengal,1,2,trainval
Bengal_174,datasets/oxford_pets/images/Bengal_174.jpg,6,5,Bengal,1,2,trainval
Bengal_176,datasets/oxford_pets/images/Bengal_176.jpg,6,5,Bengal,1,2,trainval
Bengal_177,datasets/oxford_pets/images/Bengal_177.jpg,6,5,Bengal,1,2,trainval
Bengal_178,datasets/oxford_pets/images/Bengal_178.jpg,6,5,Bengal,1,2,trainval
Bengal_18,datasets/oxford_pets/images/Bengal_18.jpg,6,5,Bengal,1,2,trainval
Bengal_180,datasets/oxford_pets/images/Bengal_180.jpg,6,5,Bengal,1,2,trainval
Bengal_183,datasets/oxford_pets/images/Bengal_183.jpg,6,5,Bengal,1,2,trainval
Bengal_184,datasets/oxford_pets/images/Bengal_184.jpg,6,5,Bengal,1,2,trainval
Bengal_185,datasets/oxford_pets/images/Bengal_185.jpg,6,5,Bengal,1,2,trainval
Bengal_186,datasets/oxford_pets/images/Bengal_186.jpg,6,5,Bengal,1,2,trainval
Bengal_188,datasets/oxford_pets/images/Bengal_188.jpg,6,5,Bengal,1,2,trainval
Bengal_189,datasets/oxford_pets/images/Bengal_189.jpg,6,5,Bengal,1,2,trainval
Bengal_190,datasets/oxford_pets/images/Bengal_190.jpg,6,5,Bengal,1,2,trainval
Bengal_191,datasets/oxford_pets/images/Bengal_191.jpg,6,5,Bengal,1,2,trainval
Birman_10,datasets/oxford_pets/images/Birman_10.jpg,7,6,Birman,1,3,trainval
Birman_100,datasets/oxford_pets/images/Birman_100.jpg,7,6,Birman,1,3,trainval
Birman_101,datasets/oxford_pets/images/Birman_101.jpg,7,6,Birman,1,3,trainval
Birman_102,datasets/oxford_pets/images/Birman_102.jpg,7,6,Birman,1,3,trainval
Birman_104,datasets/oxford_pets/images/Birman_104.jpg,7,6,Birman,1,3,trainval
Birman_105,datasets/oxford_pets/images/Birman_105.jpg,7,6,Birman,1,3,trainval
Birman_106,datasets/oxford_pets/images/Birman_106.jpg,7,6,Birman,1,3,trainval
Birman_107,datasets/oxford_pets/images/Birman_107.jpg,7,6,Birman,1,3,trainval
Birman_108,datasets/oxford_pets/images/Birman_108.jpg,7,6,Birman,1,3,trainval
Birman_109,datasets/oxford_pets/images/Birman_109.jpg,7,6,Birman,1,3,trainval
Birman_11,datasets/oxford_pets/images/Birman_11.jpg,7,6,Birman,1,3,trainval
Birman_110,datasets/oxford_pets/images/Birman_110.jpg,7,6,Birman,1,3,trainval
Birman_112,datasets/oxford_pets/images/Birman_112.jpg,7,6,Birman,1,3,trainval
Birman_113,datasets/oxford_pets/images/Birman_113.jpg,7,6,Birman,1,3,trainval
Birman_114,datasets/oxford_pets/images/Birman_114.jpg,7,6,Birman,1,3,trainval
Birman_116,datasets/oxford_pets/images/Birman_116.jpg,7,6,Birman,1,3,trainval
Birman_118,datasets/oxford_pets/images/Birman_118.jpg,7,6,Birman,1,3,trainval
Birman_119,datasets/oxford_pets/images/Birman_119.jpg,7,6,Birman,1,3,trainval
Birman_12,datasets/oxford_pets/images/Birman_12.jpg,7,6,Birman,1,3,trainval
Birman_120,datasets/oxford_pets/images/Birman_120.jpg,7,6,Birman,1,3,trainval
Birman_121,datasets/oxford_pets/images/Birman_121.jpg,7,6,Birman,1,3,trainval
Birman_122,datasets/oxford_pets/images/Birman_122.jpg,7,6,Birman,1,3,trainval
Birman_123,datasets/oxford_pets/images/Birman_123.jpg,7,6,Birman,1,3,trainval
Birman_124,datasets/oxford_pets/images/Birman_124.jpg,7,6,Birman,1,3,trainval
Birman_125,datasets/oxford_pets/images/Birman_125.jpg,7,6,Birman,1,3,trainval
Birman_126,datasets/oxford_pets/images/Birman_126.jpg,7,6,Birman,1,3,trainval
Birman_127,datasets/oxford_pets/images/Birman_127.jpg,7,6,Birman,1,3,trainval
Birman_129,datasets/oxford_pets/images/Birman_129.jpg,7,6,Birman,1,3,trainval
Birman_13,datasets/oxford_pets/images/Birman_13.jpg,7,6,Birman,1,3,trainval
Birman_130,datasets/oxford_pets/images/Birman_130.jpg,7,6,Birman,1,3,trainval
Birman_131,datasets/oxford_pets/images/Birman_131.jpg,7,6,Birman,1,3,trainval
Birman_133,datasets/oxford_pets/images/Birman_133.jpg,7,6,Birman,1,3,trainval
Birman_134,datasets/oxford_pets/images/Birman_134.jpg,7,6,Birman,1,3,trainval
Birman_136,datasets/oxford_pets/images/Birman_136.jpg,7,6,Birman,1,3,trainval
Birman_137,datasets/oxford_pets/images/Birman_137.jpg,7,6,Birman,1,3,trainval
Birman_138,datasets/oxford_pets/images/Birman_138.jpg,7,6,Birman,1,3,trainval
Birman_139,datasets/oxford_pets/images/Birman_139.jpg,7,6,Birman,1,3,trainval
Birman_14,datasets/oxford_pets/images/Birman_14.jpg,7,6,Birman,1,3,trainval
Birman_141,datasets/oxford_pets/images/Birman_141.jpg,7,6,Birman,1,3,trainval
Birman_142,datasets/oxford_pets/images/Birman_142.jpg,7,6,Birman,1,3,trainval
Birman_143,datasets/oxford_pets/images/Birman_143.jpg,7,6,Birman,1,3,trainval
Birman_144,datasets/oxford_pets/images/Birman_144.jpg,7,6,Birman,1,3,trainval
Birman_145,datasets/oxford_pets/images/Birman_145.jpg,7,6,Birman,1,3,trainval
Birman_146,datasets/oxford_pets/images/Birman_146.jpg,7,6,Birman,1,3,trainval
Birman_147,datasets/oxford_pets/images/Birman_147.jpg,7,6,Birman,1,3,trainval
Birman_148,datasets/oxford_pets/images/Birman_148.jpg,7,6,Birman,1,3,trainval
Birman_15,datasets/oxford_pets/images/Birman_15.jpg,7,6,Birman,1,3,trainval
Birman_150,datasets/oxford_pets/images/Birman_150.jpg,7,6,Birman,1,3,trainval
Birman_151,datasets/oxford_pets/images/Birman_151.jpg,7,6,Birman,1,3,trainval
Birman_153,datasets/oxford_pets/images/Birman_153.jpg,7,6,Birman,1,3,trainval
Birman_154,datasets/oxford_pets/images/Birman_154.jpg,7,6,Birman,1,3,trainval
Birman_156,datasets/oxford_pets/images/Birman_156.jpg,7,6,Birman,1,3,trainval
Birman_157,datasets/oxford_pets/images/Birman_157.jpg,7,6,Birman,1,3,trainval
Birman_158,datasets/oxford_pets/images/Birman_158.jpg,7,6,Birman,1,3,trainval
Birman_159,datasets/oxford_pets/images/Birman_159.jpg,7,6,Birman,1,3,trainval
Birman_16,datasets/oxford_pets/images/Birman_16.jpg,7,6,Birman,1,3,trainval
Birman_161,datasets/oxford_pets/images/Birman_161.jpg,7,6,Birman,1,3,trainval
Birman_162,datasets/oxford_pets/images/Birman_162.jpg,7,6,Birman,1,3,trainval
Birman_165,datasets/oxford_pets/images/Birman_165.jpg,7,6,Birman,1,3,trainval
Birman_166,datasets/oxford_pets/images/Birman_166.jpg,7,6,Birman,1,3,trainval
Birman_168,datasets/oxford_pets/images/Birman_168.jpg,7,6,Birman,1,3,trainval
Birman_169,datasets/oxford_pets/images/Birman_169.jpg,7,6,Birman,1,3,trainval
Birman_170,datasets/oxford_pets/images/Birman_170.jpg,7,6,Birman,1,3,trainval
Birman_171,datasets/oxford_pets/images/Birman_171.jpg,7,6,Birman,1,3,trainval
Birman_172,datasets/oxford_pets/images/Birman_172.jpg,7,6,Birman,1,3,trainval
Birman_173,datasets/oxford_pets/images/Birman_173.jpg,7,6,Birman,1,3,trainval
Birman_174,datasets/oxford_pets/images/Birman_174.jpg,7,6,Birman,1,3,trainval
Birman_175,datasets/oxford_pets/images/Birman_175.jpg,7,6,Birman,1,3,trainval
Birman_176,datasets/oxford_pets/images/Birman_176.jpg,7,6,Birman,1,3,trainval
Birman_177,datasets/oxford_pets/images/Birman_177.jpg,7,6,Birman,1,3,trainval
Birman_179,datasets/oxford_pets/images/Birman_179.jpg,7,6,Birman,1,3,trainval
Birman_18,datasets/oxford_pets/images/Birman_18.jpg,7,6,Birman,1,3,trainval
Birman_181,datasets/oxford_pets/images/Birman_181.jpg,7,6,Birman,1,3,trainval
Birman_183,datasets/oxford_pets/images/Birman_183.jpg,7,6,Birman,1,3,trainval
Birman_184,datasets/oxford_pets/images/Birman_184.jpg,7,6,Birman,1,3,trainval
Birman_185,datasets/oxford_pets/images/Birman_185.jpg,7,6,Birman,1,3,trainval
Birman_186,datasets/oxford_pets/images/Birman_186.jpg,7,6,Birman,1,3,trainval
Birman_188,datasets/oxford_pets/images/Birman_188.jpg,7,6,Birman,1,3,trainval
Birman_189,datasets/oxford_pets/images/Birman_189.jpg,7,6,Birman,1,3,trainval
Birman_190,datasets/oxford_pets/images/Birman_190.jpg,7,6,Birman,1,3,trainval
Bombay_1,datasets/oxford_pets/images/Bombay_1.jpg,8,7,Bombay,1,4,trainval
Bombay_101,datasets/oxford_pets/images/Bombay_101.jpg,8,7,Bombay,1,4,trainval
Bombay_102,datasets/oxford_pets/images/Bombay_102.jpg,8,7,Bombay,1,4,trainval
Bombay_103,datasets/oxford_pets/images/Bombay_103.jpg,8,7,Bombay,1,4,trainval
Bombay_106,datasets/oxford_pets/images/Bombay_106.jpg,8,7,Bombay,1,4,trainval
Bombay_107,datasets/oxford_pets/images/Bombay_107.jpg,8,7,Bombay,1,4,trainval
Bombay_108,datasets/oxford_pets/images/Bombay_108.jpg,8,7,Bombay,1,4,trainval
Bombay_109,datasets/oxford_pets/images/Bombay_109.jpg,8,7,Bombay,1,4,trainval
Bombay_110,datasets/oxford_pets/images/Bombay_110.jpg,8,7,Bombay,1,4,trainval
Bombay_111,datasets/oxford_pets/images/Bombay_111.jpg,8,7,Bombay,1,4,trainval
Bombay_112,datasets/oxford_pets/images/Bombay_112.jpg,8,7,Bombay,1,4,trainval
Bombay_113,datasets/oxford_pets/images/Bombay_113.jpg,8,7,Bombay,1,4,trainval
Bombay_114,datasets/oxford_pets/images/Bombay_114.jpg,8,7,Bombay,1,4,trainval
Bombay_115,datasets/oxford_pets/images/Bombay_115.jpg,8,7,Bombay,1,4,trainval
Bombay_117,datasets/oxford_pets/images/Bombay_117.jpg,8,7,Bombay,1,4,trainval
Bombay_118,datasets/oxford_pets/images/Bombay_118.jpg,8,7,Bombay,1,4,trainval
Bombay_12,datasets/oxford_pets/images/Bombay_12.jpg,8,7,Bombay,1,4,trainval
Bombay_120,datasets/oxford_pets/images/Bombay_120.jpg,8,7,Bombay,1,4,trainval
Bombay_121,datasets/oxford_pets/images/Bombay_121.jpg,8,7,Bombay,1,4,trainval
Bombay_122,datasets/oxford_pets/images/Bombay_122.jpg,8,7,Bombay,1,4,trainval
Bombay_123,datasets/oxford_pets/images/Bombay_123.jpg,8,7,Bombay,1,4,trainval
Bombay_127,datasets/oxford_pets/images/Bombay_127.jpg,8,7,Bombay,1,4,trainval
Bombay_128,datasets/oxford_pets/images/Bombay_128.jpg,8,7,Bombay,1,4,trainval
Bombay_129,datasets/oxford_pets/images/Bombay_129.jpg,8,7,Bombay,1,4,trainval
Bombay_13,datasets/oxford_pets/images/Bombay_13.jpg,8,7,Bombay,1,4,trainval
Bombay_130,datasets/oxford_pets/images/Bombay_130.jpg,8,7,Bombay,1,4,trainval
Bombay_132,datasets/oxford_pets/images/Bombay_132.jpg,8,7,Bombay,1,4,trainval
Bombay_133,datasets/oxford_pets/images/Bombay_133.jpg,8,7,Bombay,1,4,trainval
Bombay_134,datasets/oxford_pets/images/Bombay_134.jpg,8,7,Bombay,1,4,trainval
Bombay_135,datasets/oxford_pets/images/Bombay_135.jpg,8,7,Bombay,1,4,trainval
Bombay_136,datasets/oxford_pets/images/Bombay_136.jpg,8,7,Bombay,1,4,trainval
Bombay_137,datasets/oxford_pets/images/Bombay_137.jpg,8,7,Bombay,1,4,trainval
Bombay_138,datasets/oxford_pets/images/Bombay_138.jpg,8,7,Bombay,1,4,trainval
Bombay_139,datasets/oxford_pets/images/Bombay_139.jpg,8,7,Bombay,1,4,trainval
Bombay_14,datasets/oxford_pets/images/Bombay_14.jpg,8,7,Bombay,1,4,trainval
Bombay_140,datasets/oxford_pets/images/Bombay_140.jpg,8,7,Bombay,1,4,trainval
Bombay_141,datasets/oxford_pets/images/Bombay_141.jpg,8,7,Bombay,1,4,trainval
Bombay_143,datasets/oxford_pets/images/Bombay_143.jpg,8,7,Bombay,1,4,trainval
Bombay_144,datasets/oxford_pets/images/Bombay_144.jpg,8,7,Bombay,1,4,trainval
Bombay_145,datasets/oxford_pets/images/Bombay_145.jpg,8,7,Bombay,1,4,trainval
Bombay_146,datasets/oxford_pets/images/Bombay_146.jpg,8,7,Bombay,1,4,trainval
Bombay_15,datasets/oxford_pets/images/Bombay_15.jpg,8,7,Bombay,1,4,trainval
Bombay_150,datasets/oxford_pets/images/Bombay_150.jpg,8,7,Bombay,1,4,trainval
Bombay_151,datasets/oxford_pets/images/Bombay_151.jpg,8,7,Bombay,1,4,trainval
Bombay_152,datasets/oxford_pets/images/Bombay_152.jpg,8,7,Bombay,1,4,trainval
